sample_index,class0_sum,class1_sum,predicted_label
0,-7,-2,1
1,-25,27,1
2,-29,29,1
3,-22,15,1
4,30,-24,0
5,0,-5,0
6,3,1,0
7,18,-19,0
8,26,-20,0
9,-24,26,1
10,-7,4,1
11,-26,29,1
12,9,-8,0
13,-5,1,1
14,-20,16,1
15,-5,7,1
16,1,1,0
17,22,-18,0
18,-30,30,1
19,24,-24,0
20,-3,8,1
21,2,0,0
22,6,-3,0
23,2,1,0
24,20,-20,0
25,-5,6,1
26,18,-18,0
27,6,-7,0
28,-6,3,1
29,21,-27,0
30,19,-26,0
31,28,-30,0
32,23,-20,0
33,10,-14,0
34,-18,16,1
35,-1,1,1
36,30,-29,0
37,-20,17,1
38,-10,10,1
39,13,-11,0
40,-8,8,1
41,30,-27,0
42,3,-10,0
43,24,-25,0
44,-21,21,1
45,-18,20,1
46,14,-24,0
47,-10,5,1
48,30,-30,0
49,30,-30,0
50,-20,17,1
51,-12,11,1
52,-2,-4,0
53,6,-10,0
54,-30,30,1
55,-22,22,1
56,13,-14,0
57,-2,-3,0
58,8,-10,0
59,23,-22,0
60,30,-30,0
61,30,-29,0
62,11,-14,0
63,-7,12,1
64,24,-29,0
65,29,-25,0
66,-19,25,1
67,-7,9,1
68,11,-14,0
69,-11,13,1
70,21,-22,0
71,25,-29,0
72,-7,2,1
73,-21,17,1
74,-20,26,1
75,28,-20,0
76,-9,6,1
77,2,-3,0
78,17,-16,0
79,-19,21,1
80,-12,12,1
81,-7,-2,1
82,-1,11,1
83,8,-9,0
84,-4,5,1
85,0,4,1
86,-4,3,1
87,-13,17,1
88,-14,17,1
89,-23,23,1
90,-21,26,1
91,28,-30,0
92,-27,24,1
93,8,-6,0
94,30,-26,0
95,13,-12,0
96,30,-30,0
97,6,1,0
98,8,-10,0
99,7,-7,0
100,23,-16,0
101,25,-19,0
102,14,-26,0
103,6,-14,0
104,-13,9,1
105,-30,30,1
106,22,-22,0
107,21,-20,0
108,11,-13,0
109,23,-22,0
110,7,-10,0
111,6,-3,0
112,10,-13,0
113,24,-23,0
114,-7,9,1
115,-7,2,1
116,-7,7,1
117,-1,7,1
118,21,-25,0
119,22,-20,0
120,-30,29,1
121,30,-30,0
122,-15,11,1
123,23,-18,0
124,-24,24,1
125,6,-10,0
126,-10,6,1
127,19,-16,0
128,27,-20,0
129,5,-3,0
130,30,-30,0
131,-11,6,1
132,-24,25,1
133,1,2,1
134,3,-2,0
135,5,-6,0
136,-20,16,1
137,9,-4,0
138,30,-30,0
139,-30,29,1
140,20,-16,0
141,-7,9,1
142,11,-12,0
143,1,-4,0
144,-15,8,1
145,7,-6,0
146,22,-24,0
147,8,-9,0
148,4,-10,0
149,-2,-3,0
150,-16,14,1
151,-6,2,1
152,7,-2,0
153,-12,8,1
154,5,-10,0
155,28,-29,0
156,24,-20,0
157,-21,21,1
158,30,-30,0
159,-14,12,1
160,1,-3,0
161,0,-2,0
162,-3,3,1
163,30,-30,0
164,-19,23,1
165,1,-1,0
166,-28,30,1
167,30,-30,0
168,20,-10,0
169,-10,6,1
170,-7,10,1
171,-1,1,1
172,-12,11,1
173,-3,8,1
174,-4,2,1
175,-26,30,1
176,-6,0,1
177,30,-30,0
178,14,-18,0
179,-14,18,1
180,-17,15,1
181,15,-8,0
182,28,-30,0
183,18,-21,0
184,20,-22,0
185,-5,6,1
186,19,-22,0
187,17,-19,0
188,5,3,0
189,-30,30,1
190,10,-12,0
191,6,-3,0
192,4,-6,0
193,7,-7,0
194,30,-30,0
195,28,-26,0
196,-2,4,1
197,-8,8,1
198,8,-12,0
199,9,-9,0
200,16,-19,0
201,-18,18,1
202,-20,20,1
203,1,-2,0
204,-16,20,1
205,30,-29,0
206,-22,22,1
207,24,-27,0
208,30,-29,0
209,-20,19,1
210,22,-29,0
211,-10,6,1
212,9,2,0
213,2,3,1
214,5,3,0
215,7,2,0
216,-14,15,1
217,-21,23,1
218,-9,13,1
219,30,-30,0
220,17,-14,0
221,30,-20,0
222,-10,14,1
223,19,-16,0
224,1,-2,0
225,-11,4,1
226,0,1,1
227,29,-26,0
228,13,-15,0
229,9,-15,0
230,19,-22,0
231,-8,10,1
232,0,2,1
233,6,-12,0
234,-23,18,1
235,-24,26,1
236,22,-24,0
237,-17,17,1
238,-9,9,1
239,27,-13,0
240,-18,17,1
241,-9,12,1
242,12,-11,0
243,-15,16,1
244,-18,18,1
245,7,-6,0
246,25,-27,0
247,-13,9,1
248,23,-24,0
249,2,0,0
250,8,-2,0
251,2,-14,0
252,3,-2,0
253,7,-9,0
254,26,-18,0
255,-9,13,1
256,13,-12,0
257,-28,25,1
258,-19,20,1
259,7,-5,0
260,9,-8,0
261,-20,18,1
262,4,-7,0
263,9,-16,0
264,-9,8,1
265,-25,26,1
266,-1,-3,0
267,8,-12,0
268,8,-7,0
269,-5,-1,1
270,30,-30,0
271,25,-19,0
272,29,-30,0
273,5,-15,0
274,-30,27,1
275,15,-17,0
276,-12,19,1
277,22,-30,0
278,30,-30,0
279,18,-18,0
280,-14,19,1
281,-1,-3,0
282,20,-26,0
283,-30,30,1
284,-30,26,1
285,-11,8,1
286,-10,3,1
287,-24,26,1
288,4,-1,0
289,-29,29,1
290,-15,20,1
291,30,-30,0
292,30,-30,0
293,-17,14,1
294,1,0,0
295,30,-30,0
296,12,-12,0
297,-28,28,1
298,-12,9,1
299,16,-30,0
300,25,-23,0
301,18,-24,0
302,25,-18,0
303,-6,-2,1
304,30,-30,0
305,-29,30,1
306,-4,1,1
307,16,-14,0
308,-19,17,1
309,30,-30,0
310,-27,27,1
311,27,-22,0
312,-4,4,1
313,-10,12,1
314,18,-16,0
315,7,-5,0
316,7,1,0
317,23,-18,0
318,30,-30,0
319,19,-17,0
320,18,-16,0
321,10,-12,0
322,11,-18,0
323,30,-30,0
324,10,-8,0
325,-6,3,1
326,30,-30,0
327,16,-12,0
328,-11,22,1
329,13,-16,0
330,1,-3,0
331,-18,18,1
332,18,-19,0
333,26,-30,0
334,15,-12,0
335,-2,-4,0
336,30,-30,0
337,-29,23,1
338,-5,13,1
339,5,-4,0
340,30,-30,0
341,18,-18,0
342,-6,7,1
343,18,-13,0
344,-20,23,1
345,22,-28,0
346,19,-20,0
347,13,-9,0
348,-14,7,1
349,-16,21,1
350,-10,5,1
351,-5,8,1
352,-30,30,1
353,-3,3,1
354,30,-30,0
355,9,-6,0
356,30,-30,0
357,17,-16,0
358,-14,16,1
359,-19,13,1
360,4,-3,0
361,23,-15,0
362,-15,7,1
363,-30,30,1
364,-19,24,1
365,-13,12,1
366,17,-15,0
367,-11,11,1
368,-4,5,1
369,-3,9,1
370,30,-30,0
371,-2,4,1
372,-16,20,1
373,12,-6,0
374,-2,2,1
375,-4,3,1
376,-25,30,1
377,9,-2,0
378,18,-13,0
379,25,-21,0
380,18,-9,0
381,-13,13,1
382,-3,7,1
383,-12,6,1
384,16,-28,0
385,-6,11,1
386,-1,-1,0
387,24,-26,0
388,19,-18,0
389,30,-27,0
390,-29,29,1
391,-20,15,1
392,17,-30,0
393,14,-23,0
394,2,-3,0
395,30,-30,0
396,16,-5,0
397,10,-12,0
398,-17,15,1
399,-17,18,1
400,-18,22,1
401,-1,9,1
402,24,-20,0
403,-23,18,1
404,-21,20,1
405,30,-30,0
406,-11,18,1
407,-7,1,1
408,-7,8,1
409,10,-6,0
410,-1,-5,0
411,-8,9,1
412,10,-10,0
413,30,-30,0
414,-10,15,1
415,-30,28,1
416,-3,1,1
417,-12,13,1
418,14,-12,0
419,7,-5,0
420,19,-25,0
421,30,-30,0
422,-4,5,1
423,14,-16,0
424,30,-30,0
425,-27,22,1
426,22,-21,0
427,30,-30,0
428,-6,5,1
429,16,-8,0
430,4,1,0
431,11,-8,0
432,29,-19,0
433,-5,0,1
434,-3,-1,1
435,22,-26,0
436,-2,0,1
437,30,-27,0
438,15,-17,0
439,-5,7,1
440,-5,5,1
441,30,-28,0
442,-17,6,1
443,-30,30,1
444,9,-8,0
445,12,-14,0
446,9,-4,0
447,-12,16,1
448,30,-30,0
449,7,-4,0
450,0,-1,0
451,-24,29,1
452,6,-5,0
453,28,-25,0
454,-18,20,1
455,16,-10,0
456,30,-30,0
457,20,-13,0
458,30,-26,0
459,-15,11,1
460,20,-16,0
461,30,-29,0
462,-12,8,1
463,30,-30,0
464,12,1,0
465,10,-17,0
466,6,-15,0
467,17,-16,0
468,8,-3,0
469,13,-11,0
470,30,-30,0
471,17,-23,0
472,-30,30,1
473,-2,7,1
474,16,-11,0
475,24,-18,0
476,30,-30,0
477,-24,19,1
478,26,-25,0
479,13,-17,0
480,-21,20,1
481,30,-30,0
482,-1,-2,0
483,16,-22,0
484,4,-6,0
485,-20,16,1
486,-14,22,1
487,3,6,1
488,3,-9,0
489,-15,9,1
490,-13,15,1
491,-11,7,1
492,-7,8,1
493,0,1,1
494,-30,27,1
495,-21,25,1
496,-6,6,1
497,12,-8,0
498,30,-30,0
499,-4,9,1
500,15,-18,0
501,30,-30,0
502,13,-15,0
503,30,-30,0
504,-14,18,1
505,3,3,0
506,16,-19,0
507,-7,4,1
508,7,3,0
509,26,-25,0
510,8,-6,0
511,30,-30,0
512,30,-30,0
513,-12,16,1
514,14,-19,0
515,6,-7,0
516,-28,25,1
517,-18,19,1
518,5,-6,0
519,-25,23,1
520,2,-5,0
521,-12,15,1
522,-8,8,1
523,-1,5,1
524,-16,19,1
525,18,-22,0
526,23,-17,0
527,-2,-4,0
528,-25,21,1
529,30,-29,0
530,-30,30,1
531,-9,10,1
532,5,-3,0
533,-5,13,1
534,30,-30,0
535,29,-30,0
536,30,-30,0
537,30,-30,0
538,-27,26,1
539,-5,9,1
540,-26,28,1
541,-8,15,1
542,24,-16,0
543,26,-24,0
544,30,-30,0
545,-14,15,1
546,-22,20,1
547,30,-30,0
548,11,-14,0
549,-3,1,1
550,15,-12,0
